EventId,EventTemplate,Occurrences
f831cb6d,Failed password for <*> from <*> port <*> ssh2,21568
f7fe7f88,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,2884
e35a70fe,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> <*>,21517
00a684b8,PAM service(sshd) ignoring max retries; <*> > 3,5892
54a90e3c,PAM <*> more authentication <*> logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,5585
e2e22af4,Received disconnect from <*>: 11: Closed due to user request. [preauth],85
21bb6d0e,Failed password for invalid user <*> from <*> port <*> ssh2,3011
2491ca3e,Connection closed by <*> [preauth],10552
6b674ff1,input_userauth_request: invalid user <*> [preauth],2165
509a487f,Disconnecting: Too many authentication failures for <*> [preauth],5470
2817a946,Received disconnect from <*>: 11: <*> <*> <*>,7147
b542638e,message repeated <*> times: [ Failed password for root from <*> port <*> ssh2],5648
c926c7d9,Did not receive identification string from <*>,132
0849a7d0,pam_unix(sshd:auth): check pass; user unknown,2974
191426cb,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= <*>,2290
6ff8b88b,PAM <*> more authentication <*> logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,222
9302fad4,Invalid user <*> from <*>,2259
a998e480,fatal: Read from socket failed: Connection reset by peer [preauth],155
d7242a1b,error: Received disconnect from <*>: 14: No more user authentication methods available. [preauth],143
2702de18,Failed none for invalid user <*> from <*> port <*> ssh2,65
b5660ce6,Address <*> maps to <*> but this does not map back to the address - POSSIBLE BREAK-IN ATTEMPT!,70
62784b9d,"Received disconnect from <*>: 11: Normal Shutdown, Thank you for playing [preauth]",13
ac22ce5f,pam_unix(sshd:session): session closed for user <*>,24
fb624da8,Accepted password for <*> from <*> port <*> ssh2,22
3a7285d3,error: Received disconnect from <*>: 3: <*>: Auth fail [preauth],25
142422c8,Corrupted MAC on input. [preauth],1
587eafbe,Received disconnect from <*>: 11: <*> <*> <*> [preauth],17
b7a32072,pam_unix(sshd:session): session opened for user <*> by (uid=0),19
8bb6393b,Received disconnect from <*>: 11: disconnect [preauth],12
0a1f9bbf,Received disconnect from <*>: 11: [preauth],18
656c9596,Invalid user from <*>,3
a8914100,error: Received disconnect from <*>: 13: User request [preauth],1
fac9c6bd,Failed none for invalid user from <*> port 52876 ssh2,1
db6246e3,Bad protocol version identification 'GET /manager/html HTTP/1.1' from <*> port 59370,1
f32f0642,fatal: Write failed: Connection reset by peer [preauth],2
22cec080,Server listening on <*> port <*>,2
67bab5c1,input_userauth_request: invalid user [preauth],1
43fcd7d6,Failed password for invalid user from <*> port 36266 ssh2,1
60beff6e,fatal: no hostkey alg [preauth],2
63e0b01d,error: Received disconnect from <*>: 3: <*>: Read timed out [preauth],1
