EventId,EventTemplate,Occurrences
07159a74,<*> password for <*> from <*> port <*> ssh2,4289
e35a70fe,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> <*>,4225
2dd88708,PAM service(sshd) ignoring max retries; 6 > 3,1129
2491ca3e,Connection closed by <*> [preauth],2087
ea4aa83d,Disconnecting: Too many authentication failures for root [preauth],1136
e2315f39,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,416
6b674ff1,input_userauth_request: invalid user <*> [preauth],465
c5704dd9,Received disconnect from <*>: 11: Bye Bye [preauth],1485
0849a7d0,pam_unix(sshd:auth): check pass; user unknown,627
d207b4f5,PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>  user=root,1089
ca409192,Failed <*> for invalid user <*> from <*> port <*> ssh2,633
d7242a1b,error: Received disconnect from <*>: 14: No more user authentication methods available. [preauth],28
9302fad4,Invalid user <*> from <*>,465
b542638e,message repeated <*> times: [ Failed password for root from <*> port <*> ssh2],1111
5441775c,reverse mapping checking getaddrinfo for . [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,279
1048a82a,PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,24
b449c4e9,reverse mapping checking getaddrinfo for <*>.<*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,195
f7fe7f88,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,93
3e662e18,PAM service(sshd) ignoring max retries; 5 > 3,19
1a4f6a29,pam_unix(sshd:session): session closed for user curi,3
c926c7d9,Did not receive identification string from <*>,17
0d20df76,PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>.<*>  user=root,1
0c7b42d8,"Address <*> maps to <*>, but this does not map back to the address - POSSIBLE BREAK-IN ATTEMPT!",22
1d431a97,reverse mapping checking getaddrinfo for static.<*>.<*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,9
517c9c6f,PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>  user=root,5
a8914100,error: Received disconnect from <*>: 13: User request [preauth],1
e2e22af4,Received disconnect from <*>: 11: Closed due to user request. [preauth],19
a625beb4,Received disconnect from <*>: 11:  [preauth],3
73f7593b,PAM 4 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>  user=root,15
92ffcac4,Disconnecting: Too many authentication failures for admin [preauth],24
d72fd2a1,PAM 4 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,12
bdc60fd2,error: connect_to <*> port 22: failed.,1
a998e480,fatal: Read from socket failed: Connection reset by peer [preauth],33
3a82a99b,Received disconnect from <*>: 11: Client disconnecting normally [preauth],3
40eaca4b,Bad protocol version identification 'GET / HTTP/1.0' from <*> port 30762,1
911c831b,pam_unix(sshd:session): session closed for user hxu,4
7f8d7ef8,PAM 1 more authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,3
4ace5323,Failed none for invalid user  from <*> port 36949 ssh2,1
9b9289cb,PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,4
caa7cd9d,reverse mapping checking getaddrinfo for lvhqgeek.com-1486436562555-512mb-fra1-01 [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,4
8bb6393b,Received disconnect from <*>: 11: disconnect [preauth],3
3a7285d3,error: Received disconnect from <*>: 3: <*>: Auth fail [preauth],4
b47a9da7,Disconnecting: Too many authentication failures for supervisor [preauth],1
cfe22f2e,pam_unix(sshd:session): session closed for user fztu,2
7937f351,PAM 1 more authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>  user=root,2
f942b38e,PAM 3 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>  user=root,1
b1966d13,pam_unix(sshd:session): session opened for user hxu by (uid=0),2
7ed2e3ab,Received disconnect from <*>: 11: disconnected by user [preauth],1
afd2f664,Received disconnect from <*>: 11: disconnected by user,1
94cf617d,pam_unix(sshd:session): session opened for user curi by (uid=0),2
e93b7b61,pam_unix(sshd:session): session closed for user jmzhu,1
