EventId,EventTemplate,Occurrences
36225107,"<*> <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>",380
b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,2690
cea6a32f,notifyInterfaceClassActivity: client is <*>,863
c7ccfbee,"notifyListenerHuawei::origin typeIcon:<*> <*> isSuspend:false, <*> <*> isRoaming=false",315
02b4a9bd,<*> exit with code(<*>),144
78791997,shouldBlockLocation running ...,346
8e829e30,<*> false,702
ac9ac602,Enqueueing ordered <*> BroadcastRecord{<*> <*> <*> prev had <*>,316
d0ad6392,platform_set_channel_map: set mapping(<*> <*> <*> <*> <*> <*> <*> <*>) for channel:<*>,8
a4394a90,enableTriggerMethod,10
5c5162a9,WPS: attr type=<*> len=<*>,1343
0abd9468,isDisplayFeatureSupported feature:<*>,10
8ad710b7,proxy <*> bc config <*>,27
1f8c50db,csr,499
e6b8d98f,no controller energy info supplied,56
6f9e7b77,RemainingTimeSceneHelper:updateTimeSceneData during time(ms)= <*>,12
6b0b29a4,<*> mPermissionType:<*>,1543
bfbb33f1,"checkPhoneWindowIsTop:pakcage name:<*>,ClassName name:<*>",15
a13c983e,onEntryUpdated:<*>|<*>|<*>|null|<*>,164
9132d987,<*>: <*> (No such file or directory),211
dede275d,<*> <*>,2632
0dac4754,"c: true, w: <*> t: false, l: false",479
a20cc1e2,"sub =<*>,strMccMnc =null,hashMccMnc =[],strPlmn <*>",1819
4de3e872,"getTempInfo error: null, <*>",1427
9b50b930,onStepCounterChange stepsNum:<*>,129
7912b0ad,<*> seekBarProgress:<*>,260
b433dc0c,DialpadFragment mBroadcastReceiver action:<*>,30
e1031707,<*>|compensate <*> <*>,188
e5a19090,onEntryRemoved:<*>|<*>|<*>|null|<*>,15
d7273d40,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*>,46
d040c7f0,at <*>(Native Method),254
1ea1449b,"isNetworkChanged, current ssid = ""TP-LINK_fen"", checking ssid = ""TP-LINK_fen""",1
d7497a9b,at <*>,1672
6ee09992,"onTouchEvent: code=<*>, action=<*>, event=MotionEvent { <*> actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>.<*>, y[<*>]=<*>.<*>, toolType[<*>]=TOOL_TYPE_FINGER, buttonState=<*>, metaState=<*>, flags=<*>, edgeFlags=<*>, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=<*> }",33
8d589afa,begin,511
4ec45a2e,mAm.startProcessLocked for service: ServiceRecord{<*> u0 euid: <*> <*> appinfo euid: <*>,16
9c1057ac,receive:<*>,18
02c4d19b,Create obj success use class <*>,705
d4b8d889,"presently, hw_update_color_temp_for_rg_led interface not achieved.",742
1ee7eea3,onServiceStateChanged,3
370498a7,Calling <*>,600
bc2fb95a,"t:false, fl: false, p: <*>, ce: true, we: <*>",466
114129db,chinaDateTime:中午12:<*>,4
9b4e00de,enter <*>,26
0dbf8733,checkTransitions port buf count is not zero,8
2bd0bdb0,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",2324
d34dec16,Received Broadcast Intent ACTION_UNSOL_RESPONSE_OEM_HOOK_RAW,54
28779c41,"ImsSenderRxr : Response data: [<*>, <*>, -<*>, -<*>, -<*>, -<*>, <*>, <*>, <*>, -<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, -<*>, <*>, <*>, <*>, <*>, -<*>, -<*>, <*>, <*>, <*>, -<*>, <*>, <*>, <*>, <*>, -<*>, -<*>, <*>, <*>][SUB0]",33
1c1b8e70,"<<*><*><*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*>]:	 SSL certificate verify result: unable to get local issuer certificate (<*>), continuing anyway.",1
20dde6b6,earliestValidTime + <*>,545
db287b75,KGSvcFp <*>,31
3769b1e7,mSimSubId:<*> onDataActivity: direction=<*>,341
a6b9ef39,isMusicActive...,97
29de50f6,"ready=false,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",190
a3bbc6e6,"set again repeat alarm: next ,nextElapsed = <*>,repeatInterval = <*>",19
c5afc1ed,EventCenter Get :<*>,190
186687fa,setMobileDataIndicatorsHuawei subId:<*> visible:true strengthIcon:<*> typeIcon:<*> <*> <*> <*> <*> <*> <*> isRoaming:false,662
9b60ddba,applyRequirementsLocked to <*>,8
d95819d7,[HME_JPEG_DEC_Delete](<*>): HME_JPEG_DEC_Delete: decoder_ctx=null,711
91fbea16,"obtain, <*>",161
2561f5e6,onDataActivity: direction=<*>,372
18e04965,received cell-signal:<*>,402
412cb58c,getOrInflateState subId:<*>,1250
535da20b,Calling a method in the system process without a qualified user: <*>:<*> <*>:<*> <*> <*> <*>,71
c257f554,<<*><*><*> <*>:<*>:<*>> [ERR] SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> Level[ERR] magic[<*> <*> <*> <*> <*>,15
c7d11cb0,<*> <*> <*> = <*>,1555
3cc36594,stopMonitoringMotionLocked(),25
a41d22df,StatusBarNotifier - <*>,19
a0ca20d7,"onCreateView : ClassNotFoundException, In this case we want to let the base class take a crack at it",219
c68fa020,"acquire lock=<*>, flags=<*>, <*> <*> <*> uid=<*>, pid=<*>",666
62c96dfa,"spd good <*> add sc:<*>.<*>, rate:<*>.<*>",11
629c2dcc,begin of formatChinaDateRange <*>,125
41d83d71,Client requesting input be <*> <*>,372
1086528e,Moving to PAUSED: ActivityRecord{<*> u0 <*> <*> (pause complete),28
57d2bee9,<*> ret:false,367
b4f7e619,showNotificationAll,215
2b52fbf8,tcp.recv{<*>} TcpClientThread.onReceiverWork(TcpClientThread.java:<*>) get tcp message <*>,102
29679b15,"onFling::not valid gesture or touch plus on, false, return!",97
7b53c9a1,platform_check_codec_backend_cfg:<*>: afe: only 48KHZ sample rate is supported Configure afe to default Sample Rate(48k),15
2701f85c,isCurrentBySim()=false,1822
b284a9e6,audio_extn_set_anc_parameters: anc_enabled:<*>,39
113ac3c0,svid: <*> cn0: <*>.<*> elev: <*>.<*> azimuth: <*>.<*>   A,67
6bf4888f,isCardAbsent slot:<*> slotState:<*>,301
cb75da38,######### <*> ########,129
7fcee125,<*> is <*> is <*>,609
fe375e99,START u0 {act=<*> cat=[<*>] <*> <*> (has extras)} from uid <*> on display <*>,5
02333bff,"postEventFromNative: msg=<*>,arg1=<*>,arg2=<*>",130
33ebadf0,<*> received,212
7445c7c1,[qiyi_LOG_INFO DownloadEpisodeAdapter] <*>,95
751a34a0,check dependency pid: <*> is depended by pid: <*>,36
630b3db0,"needTrimMemory: trimFrom = <*>, avail = <*>, vmSize = <*>, vssLimit = <*>, totalPss = <*>, pssLimit = <*>, agressiveGrowthLimit = <*>, gentleGrowthLimit = <*>, availablePmThreshold = <*>, availableVmThreshold = <*>",15
0bef6ea2,tcp.conn{<*>} TcpClientThread.connectSocket(TcpClientThread.java:<*>) notify user tcp connected successully at <*> to <*>,24
76e26663,"[Thermal_Hw] temperature_valid, battery : temperature is invalid, invalid temperatrue is <*>",259
734ac61a,"CubicBezierInterpolator  mControlPoint1x = <*>.<*>, mControlPoint1y = <*>.<*>, mControlPoint2x = <*>.<*>, mControlPoint2y = <*>.<*>",124
e9aa76e5,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",266
5cd45ac4,<*> : <*> <*> = <*>,60
7c5af11b,Cannot call determinedVisibility() - never saw a connection for the pid: <*>,586
58bdb539,<*> <*> is null <*>,47
a8b2cf2b,<*>()<-<*>> : <*>,621
8ead5b1b,AutoStartupDataMgr:isUnderControll third party not in whitelist: <*>,112
97c561f0,platform_can_split_snd_device: snd_device(<*>) num devices(<*>) <*>,39
5ea80552,tcp.conn{<*>} TcpClientThread.connectSocket(TcpClientThread.java:<*>) connecting max 30000ms to <*>:<*>,29
1af489e8,"<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> data error , ready to resume! err:<*>, <*> <*>",12
bdcf048a,"onUEvent fcpStatus = <*>,scpStatus =<*>,ovpStatus=<*>",235
a110105a,Apply window <*> <*>,107
