EventId,EventTemplate,Occurrences
2491ca3e,Connection closed by <*> [preauth],4234
509a487f,Disconnecting: Too many authentication failures for <*> [preauth],2279
54a90e3c,PAM <*> more authentication <*> logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> user=root,2198
ca409192,Failed <*> for invalid user <*> from <*> port <*> ssh2,1264
e35a70fe,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*> <*>,8627
2817a946,Received disconnect from <*>: 11: <*> <*> <*>,2802
07159a74,<*> password for <*> from <*> port <*> ssh2,8549
b542638e,message repeated <*> times: [ Failed password for root from <*> port <*> ssh2],2230
0849a7d0,pam_unix(sshd:auth): check pass; user unknown,1199
f7fe7f88,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,1173
e2315f39,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,905
00a684b8,PAM service(sshd) ignoring max retries; <*> > 3,2335
9302fad4,Invalid user <*> from <*>,934
d7242a1b,error: Received disconnect from <*>: 14: No more user authentication methods available. [preauth],56
6b674ff1,input_userauth_request: invalid user <*> [preauth],888
1048a82a,PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,51
c379a163,Bad protocol version identification <*> <*> HTTP/1.1' from <*> port <*>,2
a998e480,fatal: Read from socket failed: Connection reset by peer [preauth],67
a625beb4,Received disconnect from <*>: 11:  [preauth],7
e2e22af4,Received disconnect from <*>: 11: Closed due to user request. [preauth],44
c0d8eccb,"Address <*> maps to scanning.com, but this does not map back to the address - POSSIBLE BREAK-IN ATTEMPT!",1
3a7285d3,error: Received disconnect from <*>: 3: <*>: Auth fail [preauth],12
c926c7d9,Did not receive identification string from <*>,48
d72fd2a1,PAM 4 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,20
62784b9d,"Received disconnect from <*>: 11: Normal Shutdown, Thank you for playing [preauth]",9
911c831b,pam_unix(sshd:session): session closed for user hxu,3
0c7b42d8,"Address <*> maps to <*>, but this does not map back to the address - POSSIBLE BREAK-IN ATTEMPT!",29
b7a32072,pam_unix(sshd:session): session opened for user <*> by (uid=0),10
bdc60fd2,error: connect_to <*> port 22: failed.,1
3a82a99b,Received disconnect from <*>: 11: Client disconnecting normally [preauth],3
e93b7b61,pam_unix(sshd:session): session closed for user jmzhu,1
7f8d7ef8,PAM 1 more authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,4
cfe22f2e,pam_unix(sshd:session): session closed for user fztu,4
9b9289cb,PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,3
f32f0642,fatal: Write failed: Connection reset by peer [preauth],1
8bb6393b,Received disconnect from <*>: 11: disconnect [preauth],1
33bef9d8,error: Received disconnect from <*>: 3: <*>: timeout in waiting for rekeying process. [preauth],1
1a4f6a29,pam_unix(sshd:session): session closed for user curi,4
377b0e6d,input_userauth_request: invalid user  [preauth],1
