EventId,EventTemplate,Occurrences
2bd0bdb0,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",124
630b3db0,"needTrimMemory: trimFrom = <*>, avail = <*>, vmSize = <*>, vssLimit = <*>, totalPss = <*>, pssLimit = <*>, agressiveGrowthLimit = <*>, gentleGrowthLimit = <*>, availablePmThreshold = <*>, availableVmThreshold = <*>",2
4469aaf2,[StoreProgressUtils.startUploadPollingTask],1
76e26663,"[Thermal_Hw] temperature_valid, battery : temperature is invalid, invalid temperatrue is <*>",13
dc4e9f87,handleHide,1
c7d11cb0,<*> <*> <*> = <*>,79
54eb3738,platform_get_output_snd_device: enter: output devices(<*>),2
ea3cf8e4,<*> suspend blocker <*>,35
e33b2d0c,"[INFO:CONSOLE(<*>)] ""Uncaught ReferenceError: WebViewJavascriptBridge is not defined"", source:  (<*>)",23
52f0846c,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*>,16
1bfa58a5,"collectReceiverComponents, callerApp: ProcessRecord{<*> <*> <*> receiver size:<*>, flags: <*>",7
5cf06ac5,App is not loaded in QSEE,1
9361d325,"apply hwPhoneState.mSubId:<*> anyMobileVisible:false mIsAirplaneMode:false, mobileGroupVisible=true",27
4de3e872,"getTempInfo error: null, <*>",77
76f2362d,removeNotificationViews:<*>|<*>|<*>|null|<*>,2
04bbd147,updateTint: tint=<*>,16
345a3ac3,<*> <*> <*> is <*>,7
7c5af11b,Cannot call determinedVisibility() - never saw a connection for the pid: <*>,25
9ad0125d,remove(PendingIntent{<*>: PendingIntentRecord{<*> <*> <*> changed bounds; rebatching,12
84df3981,mWifiVisible is:truemWifiStrengthId is:2130839425mWifiDescription is:WLAN 信号强度为 <*> 格。,1
3efe53a7,"loss[-<*>]=<*>%, volume=<*>",3
340cc0f2,Add randomness: count=<*> entropy=<*>,4
e6b8d98f,no controller energy info supplied,3
d3c29877,"audio_extn_utils_send_app_type_cfg PLAYBACK app_type <*>, acdb_dev_id <*>, sample_rate <*>",3
d4b8d889,"presently, hw_update_color_temp_for_rg_led interface not achieved.",35
dede275d,<*> <*>,97
7fee6131,"Change in state from: <*> <*>:<*>:<*>,isRoaming=false,dataSim=true,networkName=中国移动,networkNameData=中国移动,dataConnected=true,isDefault=true,isEmergency=false,airplaneMode=false,carrierNetworkChangeMode=false,userSetup=true",9
412cb58c,getOrInflateState subId:<*>,60
2ab4fb33,batch called handle:<*> sample_ns:<*> latency_ns:<*>,2
6f8a9e27,FingerprintService <*>,2
cea6a32f,notifyInterfaceClassActivity: client is <*>,42
6023edb0,"readEvents:<*>: ProximitySensor: getTimestamp,mPendingEvent.timestamp =<*>",1
06327cf8,updateNotificationShade,33
a28d7e50,setMobileDataIndicatorsHuawei subId:<*> visible:true strengthIcon:<*> typeIcon:<*> <*> <*> isTypeIconWide:true <*> <*> <*> isRoaming:false,34
eeec1449,querySoundEffectsEnabled...,2
62c38581,"onSignalStrengthsChanged signalStrength=SignalStrength: -<*> <*> -<*> <*> -<*> <*> -<*> <*> <*> <*> -<*> -<*> <*> <*> <*> false gw|lte level=<*> isSuspend=false levelOld=<*>,mSignalStrength level=<*>",13
6e0e5f14,"is3GCalling is false,mCdmaSlot is -<*>",41
942f09c2,"updateLightsLocked,turn off notificationLight",1
d040c7f0,at <*>(Native Method),12
8dcf4814,turn off notificationLight due to incall or screenon,5
9db58b06,CTRL_IFACE SET 'ps'='<*>',1
259cf224,"AwareMem_EventTracker: <*> kill uid:<*>, <*>",2
0fd2396b,perform running actions!,1
b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,130
c3d2ddeb,"void android::IppAlgoSmartAE::setHdrAndExifInfo(AE_OutputData *), isHDR=<*>, frameNumber=<*>",1
97fdd2c8,<*> finished,26
d7497a9b,at <*>,101
b8833a1e,[qiyi_LOG_INFO pairs] postmethod key=vv value=<*>	<*><*><*> <*>:<*>:<*>	<*>	GPhone	<*>.<*>	<*>*<*>	MLA-AL00	<*>	null	<*>	<*>.<*>	<*>	<*>	<*>	<*>	null	<*>	<*>	<*>	<*>	<*>	<*>	<*>	<*>	<*>	<*>	<*>	<*>		<*>	<*>	<*>	<*>	other	<*>	<*>		<*>	-<*>	<*>	<*>	<*>	<*>	<*>	null&upderid=null		<*>				null			<*>	<*>	<*>	<*>	null			lk3lkzqc2nae7bue	<*>	cn_s	868404020067521_db72ce0a35db8d3b_CCZBBZAAZ2AZ34Z13	<*>	<*>				<*>	<*>	<*>	<*>,1
02c4d19b,Create obj success use class <*>,37
8e829e30,<*> false,27
e1031707,<*>|compensate <*> <*>,10
1982ebad,<<*><*><*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*> <*> <*> <*> <*> <*> <*>,7
c5afc1ed,EventCenter Get :<*>,10
871155e4,"queryIntentActivitiesAsUser size results:<*>, for package:<*>",5
a20cc1e2,"sub =<*>,strMccMnc =null,hashMccMnc =[],strPlmn <*>",98
ff2248b9,"sending:{""handlerName"":""getRegisteredJsHandler"",""callbackId"":""java_cb_1"",""data"":null}",33
7581ef5a,Setting mDismissKeyguard true by win Window{<*> u0 <*><*>.<*>},9
b1ffc7b2,Split enqueueing broadcast [callerApp]:ProcessRecord{<*> <*>,29
2701f85c,isCurrentBySim()=false,84
aabbf6f3,<*>|compensate received,8
2561f5e6,onDataActivity: direction=<*>,21
a7dcc523,onShowStatusChange show:false,9
78791997,shouldBlockLocation running ...,14
6b0b29a4,<*> mPermissionType:<*>,83
