EventId,EventTemplate,Occurrences
b0190ab5,processHandleBroadcastAction <*>,336
0ce98313,<*> <*> <*> <*>,926
034409f5,insertHiHealthData() end totalTime = <*>,31
7719000b,setTodayTotalDetailSteps=1514863440000##4764##237394##32208##27809##177543731,1
cbcd504a,calculateAltitudeWithCache <*>,1054
a43e73fc,new date <*> <*>,266
f5df7a00,<*> success,16
3e662616,<*> <*> 0 <*>,627
e0a83abb,getTodayTotalDetailSteps = <*>,1130
26945634,setTodayTotalDetailSteps=1514507700000##393##1201931##83501##91877##279584460,1
8764d489,sendSyncFailedBroadcast,30
824b3d7b,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",27
5fed72bf,getBinderPackageName packageName = com.huawei.health,116
03c259bc,"startInsertSportSync start auto sync,app is 1",21
93067dc4,onStandStepChanged <*>,1219
e332c676,setTodayTotalDetailSteps=1514614980000##3442##1375281##84671##101811##56863435,1
a1e653fe,REPORT : <*> <*> <*> 90,87
61de18ad,setTodayTotalDetailSteps=1514458320000##3706##1175749##77229##76569##230242754,1
8b24b6c8,REPORT : <*> <*> <*> 0,142
9300ea38,calculateCaloriesWithCache <*>,1075
c26e27c9,REPORT : <*> <*> <*> 30,53
f4b21d81,setTodayTotalDetailSteps=1514375640000##6133##1102996##77229##72294##147538922,1
6e805a4c,needAutoSync autoSyncSwitch is open,30
6c4b6c37,REPORT : <*> <*> <*> 210,71
960958ed,startListenerChange subscribeList = [1],29
c0df8ce6,checkInsertStatus <*> or <*> is enough,53
45a7c8c8,setTodayTotalDetailSteps=1514876100000##10155##259688##32208##29189##190227586,1
0564dacf,"readHiHealthData() end time = 1514890382546, totalTime = 17",1
8244695b,REPORT : <*> <*> <*> 360,39
de3773d3,setTodayTotalDetailSteps=1514118960000##13389##712051##27502##33271##18311034,1
d44159e3,setTodayTotalDetailSteps=1514703000000##7636##43856##31610##10265##17148664,1
b8f897f8,flush sensor data,65
46c87663,"insertHiHealthData() size = <*> = 1,One Data Type = <*> = com.huawei.health,writeStatType = 0",33
2c4eecd0,<*> checkAppType 0 appID = 1,38
22fe4617,setTodayTotalDetailSteps=1514521380000##1264##1222982##83501##91877##293298434,1
3996af7c,upLoadOneMinuteDataToEngine <*>,74
c4b91eec,setTodayTotalDetailSteps=1514525280000##2277##1268051##83501##100712##297169795,1
44884ca6,setTodayTotalDetailSteps=1514907300000##23706##363277##87715##57506##14275494,1
5faaa7e4,setTodayTotalDetailSteps=1514262000000##2382##991163##77229##62451##33886128,1
b6e99849,<*> size = <*> = <*>,37
51d151db,setTodayTotalDetailSteps=1514903280000##23315##345263##76675##55834##10218560,1
05ac96c0,REPORT : <*> <*> <*> 510,53
959470fb,"<*> the <*> switch is open, start push <*> data!",49
72384606,setTodayTotalDetailSteps=1514889540000##14014##302176##32208##29341##203672971,1
