EventId,EventTemplate,Occurrences
cbcd504a,calculateAltitudeWithCache <*>,8686
e0a83abb,getTodayTotalDetailSteps = <*>,8451
9300ea38,calculateCaloriesWithCache <*>,8717
2c4eecd0,<*> checkAppType 0 appID = 1,247
b0190ab5,processHandleBroadcastAction <*>,2719
0ce98313,<*> <*> <*> <*>,12517
252628f5,onReceive action: <*>,1068
05ac96c0,REPORT : <*> <*> <*> 510,435
3bf5a678,setTodayTotalDetailSteps=1514195640000##5507##780922##45591##57350##95000119,1
93067dc4,onStandStepChanged <*>,9439
54ed56e5,setTodayTotalDetailSteps=1514633280000##6014##1454975##84671##106890##75174979,1
c0df8ce6,checkInsertStatus <*> or <*> is enough,422
6f6c71eb,setTodayTotalDetailSteps=1514685360000##2540##10722##0##1987##127255195,1
ff274ca0,flushTempCacheToDB by <*>,138
a43e73fc,new date <*> <*>,2321
3996af7c,upLoadOneMinuteDataToEngine <*>,593
8d7425e2,setTodayTotalDetailSteps=1514525400000##2397##1275966##83501##100712##297267801,1
7b48ee47,setTodayTotalDetailSteps=1514437980000##3362##1167804##77229##73641##209852116,1
660ec8ca,setTodayTotalDetailSteps=1514117400000##11384##646802##8661##25953##16711999,1
2220e7f9,setTodayTotalDetailSteps=1514249100000##470##922570##77229##62451##21022255,1
5cdf7db4,REPORT : <*> <*> <*> <*>,1017
4346e347,setWriteDBLastDataMinute=25240993,1
366e39b5,REPORT : <*> <*> <*> 570,609
034409f5,insertHiHealthData() end totalTime = <*>,239
f034e86a,"startInsertSportSync first 500 steps sync,do all sync",226
232d0f5b,setTodayTotalDetailSteps=1514458740000##4215##1185681##81989##76569##230636736,1
0c343b17,setTodayTotalDetailSteps=1514285280000##4583##1029349##77229##64555##57200265,1
fffe3ba7,setTodayTotalDetailSteps=1514609400000##2399##1370940##84671##101811##51300426,1
30a3d92e,setTodayTotalDetailSteps=1514903400000##23560##361514##87715##55834##10380056,1
143ccb3c,setTodayTotalDetailSteps=1514688540000##4779##27764##31610##8911##2646078,1
959470fb,"<*> the <*> switch is open, start push <*> data!",490
8ee0fab2,setTodayTotalDetailSteps=1514057100000##0##549659##8661##16256##45811183,1
5fed72bf,getBinderPackageName packageName = com.huawei.health,978
1703b836,<*> true,30
c26e27c9,REPORT : <*> <*> <*> 30,494
824b3d7b,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",269
59345d10,setTodayTotalDetailSteps=1514938860000##0##363277##87715##57506##45792964,1
8764d489,sendSyncFailedBroadcast,254
a1aa3a25,REPORT : <*> <*> <*> 180,238
8b24b6c8,REPORT : <*> <*> <*> 0,1076
6e805a4c,needAutoSync autoSyncSwitch is open,242
c439df29,setTodayTotalDetailSteps=1514878200000##11187##268576##32208##29189##192307277,1
c8206319,REPORT : <*> <*> <*> 60,560
3f9b4da2,ifCanSync not! no cloud version,236
defbd06c,REPORT : <*> <*> <*> 480,224
821f0ba3,REPORT : <*> <*> <*> 150,588
7ec97dce,setTodayTotalDetailSteps=1514261700000##1865##966982##77229##62451##33564954,1
ee803f25,setWriteDBLastDataMinute=25247432,1
a0fa1544,setTodayTotalDetailSteps=1514626980000##4279##1386313##84671##102904##68890680,1
5c7637ce,timeStamp <*>,222
40101ff8,setTodayTotalDetailSteps=1514545680000##3582##1336495##83501##100712##317600518,1
540df4b1,"checkFirstSyncByType no such data in db ,type is 1 deviceCode is 0",219
d4e67983,setTodayTotalDetailSteps=1514809320000##6079##135192##31610##19177##123457614,1
6c4b6c37,REPORT : <*> <*> <*> 210,563
8244695b,REPORT : <*> <*> <*> 360,232
3e662616,<*> <*> 0 <*>,119
91253c6c,setTodayTotalDetailSteps=1514627460000##4799##1414103##84671##102904##69363640,1
a3b69de8,setTodayTotalDetailSteps=1514607060000##1521##1350907##84671##101811##48991624,1
f52d2395,getTodaySportData <*>,63
64b7580a,setTodayTotalDetailSteps=1514846280000##237##140698##31610##19177##160407131,1
5d9e3724,setTodayTotalDetailSteps=1514527380000##2770##1294876##83501##100712##299245815,1
8979a485,setTodayTotalDetailSteps=1514546100000##4130##1337685##83501##100712##318008615,1
1f6b4113,setTodayTotalDetailSteps=1514722560000##10791##90476##31610##10363##36698175,1
d35b3c81,<*> the <*> is true,515
466dea6b,setTodayTotalDetailSteps=1514112600000##9735##582020##8661##22394##11911857,1
bf278dd9,setTodayTotalDetailSteps=1514377620000##6600##1120643##77229##72294##149516630,1
355c140e,setTodayTotalDetailSteps=1514210880000##12111##870682##45591##61450##110200295,1
267b33fd,setTodayTotalDetailSteps=1514195940000##5976##790093##45591##57350##95306506,1
a32dd52e,setTodayTotalDetailSteps=1514643300000##7086##1479959##84671##106890##85191877,1
94b36ea4,REPORT : <*> <*> <*> 660,224
e39ff3e8,setTodayTotalDetailSteps=1514375580000##5992##1097869##77229##72294##147463902,1
2ebd4dc2,"saveStatData() type <*> = <*> = 2,who is 1",374
fe3a8579,setTodayTotalDetailSteps=1514252040000##1556##962210##77229##62451##23922304,1
ed971e23,REPORT : <*> <*> <*> 630,166
4ca50561,setTodayTotalDetailSteps=1514602860000##1271##1350132##84671##101811##44748957,1
0da5c16c,setTodayTotalDetailSteps=1514038440000##7044##548365##8661##15686##27196480,1
5ee1015a,setTodayTotalDetailSteps=1514381760000##7391##1143631##77229##73095##153673890,1
9018ce74,setTodayTotalDetailSteps=1514604180000##1324##1350231##84671##101811##46062488,1
443f2adb,setTodayTotalDetailSteps=1514607120000##1550##1352040##84671##101811##49003124,1
b8f897f8,flush sensor data,500
aab57fae,setTodayTotalDetailSteps=1514109660000##8691##573821##8661##16256##9017976,1
601c2004,InsertEvent success <*> <*>,136
960958ed,startListenerChange subscribeList = [1],229
750e6fae,setTodayTotalDetailSteps=1514296920000##4749##1034309##77229##64555##68842054,1
106b6d09,setTodayTotalDetailSteps=1514426580000##1217##1145218##77229##73641##198478159,1
8da2ae0d,REPORT : <*> <*> <*> 420,76
b6e99849,<*> size = <*> = <*>,379
9e44b87c,REPORT : <*> <*> <*> 810,80
20a182ed,setTodayTotalDetailSteps=1514864100000##4769##237394##32208##27809##178237705,1
3f7f2181,setTodayTotalDetailSteps=1514459460000##4337##1185861##81989##76569##231360229,1
f826956c,setTodayTotalDetailSteps=1514210460000##11977##869149##45591##61450##109794149,1
97034ca5,setTodayTotalDetailSteps=1514685480000##2839##10722##1232##1987##127362128,1
365967a9,REPORT : <*> <*> <*> 240,90
9ad9a1f4,setTodayTotalDetailSteps=1514643420000##7215##1484995##84671##106890##85316640,1
66beb7ea,setTodayTotalDetailSteps=1514939640000##181##363384##87715##57506##46583665,1
3470179d,setTodayTotalDetailSteps=1514633700000##6740##1469302##84671##106890##75626927,1
03c259bc,"startInsertSportSync start auto sync,app is 1",242
6e048d32,setTodayTotalDetailSteps=1514888760000##13732##293043##32208##29341##202919247,1
d6521775,setTodayTotalDetailSteps=1514627340000##4626##1398027##84671##102904##69271441,1
d4686ba8,getStringHuid() who is com.huawei.health,31
ce89ef18,setTodayTotalDetailSteps=1514367300000##4082##1083944##77229##72294##139200430,1
3bef05df,setTodayTotalDetailSteps=1514117520000##11626##665928##8661##25953##16832912,1
3daae751,setTodayTotalDetailSteps=1514215080000##13563##884114##76964##61450##114412391,1
16bf5f1f,<*> <*> 0 5,32
a032e834,onCreate(),3
de095fe9,setTodayTotalDetailSteps=1514629020000##5217##1443734##84671##102904##70919173,1
36b732a8,setTodayTotalDetailSteps=1514790360000##675##93711##31610##18631##104499792,1
e01a5350,setTodayTotalDetailSteps=1514879460000##11805##274020##32208##29341##193583150,1
c1e776b4,setTodayTotalDetailSteps=1514118900000##13274##712051##15393##33271##18261031,1
475c7dd7,setTodayTotalDetailSteps=1514261760000##2034##978114##77229##62451##33674950,1
812a5a6b,REPORT : <*> <*> <*> 270,179
dc24d800,"saveHealthDetailData() deviceID = 2,clientID=1,id=1",238
50f3c140,setTodayTotalDetailSteps=1514545680000##3562##1336495##83501##100712##317591019,1
bc00f459,uploadStaticsToDB() onResult type = <*> obj=true,92
3dcf3e0c,setTodayTotalDetailSteps=1514423400000##1057##1144894##77229##73641##195315624,1
191c7eba,setTodayTotalDetailSteps=1514646600000##8902##1608406##84671##106890##88501022,1
762a2b7e,setTodayTotalDetailSteps=1514685360000##2515##10722##0##1987##127251197,1
850ee82c,setTodayTotalDetailSteps=1514437860000##3128##1159557##77229##73641##209734693,1
a7f0cb9e,setTodayTotalDetailSteps=1514459460000##4319##1185861##81989##76569##231351227,1
ca142452,setTodayTotalDetailSteps=1514117580000##11839##673558##8661##25953##16939542,1
926755e1,setTodayTotalDetailSteps=1514382480000##7391##1143631##77229##73095##154399770,1
dede275d,<*> <*>,3
bd1cf54e,setTodayTotalDetailSteps=1514903400000##23512##357002##87715##55834##10343059,1
823d7411,setTodayTotalDetailSteps=1514117340000##11332##641039##8661##25953##16685496,1
247a49f9,setTodayTotalDetailSteps=1514888820000##13797##299882##32208##29341##202956773,1
df5e4b8d,REPORT : <*> <*> <*> 300,293
f3f76479,setTodayTotalDetailSteps=1514631780000##5764##1452798##84671##106635##73708402,1
8316abd7,setTodayTotalDetailSteps=1514207160000##10467##855683##45591##60231##106477125,1
3b251b90,writeDataToDB size <*>,152
2953515f,setTodayTotalDetailSteps=1514249460000##626##922584##77229##62451##21383106,1
c66e41df,setTodayTotalDetailSteps=1514888760000##13702##289833##32208##29341##202902247,1
b7b7b05d,setTodayTotalDetailSteps=1514461860000##5963##1195500##83501##91877##233779482,1
850fa675,setTodayTotalDetailSteps=1514210880000##12147##872382##45591##61450##110218296,1
f5df7a00,<*> success,173
23ad9101,setTodayTotalDetailSteps=1514507640000##291##1197936##83501##91877##279535959,1
16a8ecec,setTodayTotalDetailSteps=1514851140000##1740##173689##31610##26503##165301059,1
5fede0c9,setTodayTotalDetailSteps=1514123580000##14726##737059##31825##33271##22950124,1
27801432,Alarm uploadStaticsToDB <*>,94
a8f564fb,setTodayTotalDetailSteps=1514547900000##4197##1337733##83501##101048##319818228,1
b6f5d213,setTodayTotalDetailSteps=1514087400000##1751##560245##8661##16256##76123336,1
b3d6ad7f,flush2DB result success,152
0c1dae01,setTodayTotalDetailSteps=1514284080000##4185##1008175##77229##62451##55998038,1
857c4642,setTodayTotalDetailSteps=1514553120000##4266##1340087##83501##101048##325004596,1
4375f140,setTodayTotalDetailSteps=1514522940000##1834##1262346##83501##100712##294827982,1
a836fe89,setTodayTotalDetailSteps=1514939640000##248##363384##87715##57506##46603668,1
161ba043,uploadStaticsToDB failed message=true,60
0b9d1435,setTodayTotalDetailSteps=1514418780000##0##1143631##77229##73095##190650290,1
2f54934c,setTodayTotalDetailSteps=1514851680000##1882##177098##31610##26503##165827040,1
3f123ddb,setTodayTotalDetailSteps=1514284140000##4216##1010275##77229##62451##56018038,1
50ee91c9,setTodayTotalDetailSteps=1514117880000##12278##700231##8661##25953##17197553,1
f12f3700,setTodayTotalDetailSteps=1514507700000##354##1198157##83501##91877##279565458,1
ed272baf,setTodayTotalDetailSteps=1514908860000##0##363277##87715##57506##15835135,1
6a36e4fd,setTodayTotalDetailSteps=1514880120000##12055##280684##32208##29341##194246373,1
54ac8a3e,setTodayTotalDetailSteps=1514375580000##5966##1096285##77229##72294##147446386,1
e29516f4,setTodayTotalDetailSteps=1514702040000##7036##38041##31610##10265##16185128,1
4f6d7fe7,setTodayTotalDetailSteps=1514202780000##7847##833262##45591##59646##102147136,1
7629a721,setTodayTotalDetailSteps=1514296860000##4633##1029349##77229##64555##68735710,1
d1a92188,setTodayTotalDetailSteps=1514117700000##12003##687397##8661##25953##17019224,1
505aedc5,setTodayTotalDetailSteps=1514422080000##432##1144861##77229##73095##193973556,1
7c62ae10,"stepSyncOrNot appSynTimes is 0, statsyncTimes is 0",231
66dc4549,setTodayTotalDetailSteps=1514903340000##23443##349988##87715##55834##10292057,1
22b30c76,setTodayTotalDetailSteps=1514774100000##233##93255##31610##18631##88254276,1
b26107b2,"startSync hiSyncOption = <*> syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1",235
eb847b4a,setTodayTotalDetailSteps=1514216460000##14269##919804##76964##61450##115813379,1
c64527ee,setTodayTotalDetailSteps=1514939640000##249##363384##87715##57506##46604168,1
8e2485f2,setTodayTotalDetailSteps=1514815800000##6225##135535##31610##19177##129942464,1
59327b8c,"getMidWareStepCountService: pkgName = com.huawei.systemserver, service = com.huawei.systemserver.ihealth.connectivity.HwStepCounterService",6
bad2447b,InsertCallBack() onSuccess  type = 0 data=true,141
69839774,setTodayTotalDetailSteps=1514334600000##116##1074455##77229##71899##106504881,1
eb7bf2d1,setTodayTotalDetailSteps=1514180160000##3399##772235##45591##57350##79520494,1
896d549c,setTodayTotalDetailSteps=1514111460000##9246##576369##8661##16256##10772702,1
8709f73c,setTodayTotalDetailSteps=1514301960000##5514##1074417##77229##71899##73842015,1
51cdb1b0,setTodayTotalDetailSteps=1514633700000##6663##1463826##84671##106890##75583924,1
46c87663,"insertHiHealthData() size = <*> = 1,One Data Type = <*> = com.huawei.health,writeStatType = 0",219
6f63e675,setTodayTotalDetailSteps=1514058480000##0##549659##8661##16256##47207181,1
386da97c,setTodayTotalDetailSteps=1514297040000##4907##1048552##77229##64555##68922234,1
23a6e6d2,setTodayTotalDetailSteps=1514284500000##4583##1029349##77229##64555##56419458,1
3eb8d781,setTodayTotalDetailSteps=1514205300000##9546##847393##45591##60231##104661647,1
4aed0ad7,setTodayTotalDetailSteps=1514200320000##7112##797461##45591##57350##99634671,1
452e64a7,setTodayTotalDetailSteps=1514637660000##6904##1479704##84671##106890##79582699,1
3853d436,setTodayTotalDetailSteps=1514291880000##4583##1029349##77229##64555##63785435,1
b6a53b0e,setTodayTotalDetailSteps=1514641800000##7018##1479959##84671##106890##83687946,1
0cdb218f,setTodayTotalDetailSteps=1514846280000##294##145024##31610##19177##160432630,1
8308faca,setTodayTotalDetailSteps=1514543160000##3241##1321952##83501##100712##315035843,1
