EventId,EventTemplate,Occurrences
a43e73fc,new date <*> <*>,529
b8f897f8,flush sensor data,140
9300ea38,calculateCaloriesWithCache <*>,2220
1f88159c,setTodayTotalDetailSteps=1514377560000##6491##1115213##77229##72294##149441121,1
2c27f61a,setTodayTotalDetailSteps=1514688420000##4611##21484##31610##8911##2581619,1
93067dc4,onStandStepChanged <*>,2350
b0190ab5,processHandleBroadcastAction <*>,639
252628f5,onReceive action: <*>,263
cbcd504a,calculateAltitudeWithCache <*>,2196
0ce98313,<*> <*> <*> <*>,1828
466fc2ec,setTodayTotalDetailSteps=1514627400000##4743##1409121##84671##102904##69337642,1
3f605027,REPORT : <*> <*> <*> 120,43
c1fee59f,setTodayTotalDetailSteps=1514249580000##773##940226##77229##62451##21456105,1
3e662616,<*> <*> 0 <*>,1254
d1c803e8,setTodayTotalDetailSteps=1514249640000##869##951314##77229##62451##21505605,1
e0a83abb,getTodayTotalDetailSteps = <*>,2167
2c4eecd0,<*> checkAppType 0 appID = 1,54
192a1d2d,setTodayTotalDetailSteps=1514772600000##229##93255##31610##18631##86712656,1
8b24b6c8,REPORT : <*> <*> <*> 0,253
821f0ba3,REPORT : <*> <*> <*> 150,140
540df4b1,"checkFirstSyncByType no such data in db ,type is 1 deviceCode is 0",51
83950d2f,setTodayTotalDetailSteps=1514685480000##2830##10722##308##1987##127359621,1
c8206319,REPORT : <*> <*> <*> 60,152
6c4b6c37,REPORT : <*> <*> <*> 210,131
adb0f1c9,setTodayTotalDetailSteps=1514876220000##10220##260367##32208##29189##190381729,1
c0df8ce6,checkInsertStatus <*> or <*> is enough,128
27801432,Alarm uploadStaticsToDB <*>,35
94b36ea4,REPORT : <*> <*> <*> 660,66
824b3d7b,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",60
dede275d,<*> <*>,29
8244695b,REPORT : <*> <*> <*> 360,67
6e805a4c,needAutoSync autoSyncSwitch is open,73
3f9b4da2,ifCanSync not! no cloud version,52
ed971e23,REPORT : <*> <*> <*> 630,46
9dcf04e6,setTodayTotalDetailSteps=1514215440000##14045##912902##76964##61450##114759914,1
3996af7c,upLoadOneMinuteDataToEngine <*>,143
2ebd4dc2,"saveStatData() type <*> = <*> = 2,who is 1",100
fae79a9e,setTodayTotalDetailSteps=1514729400000##11668##92688##31610##18631##43510043,1
51042c9c,<*> <*> type = 0 <*>,46
f08a960b,setTodayTotalDetailSteps=1514461920000##6017##1197576##83501##91877##233797974,1
d9f175c5,setTodayTotalDetailSteps=1514298420000##5155##1062071##77229##64555##70304946,1
161ba043,uploadStaticsToDB failed message=true,15
05ac96c0,REPORT : <*> <*> <*> 510,122
a1e653fe,REPORT : <*> <*> <*> 90,169
8764d489,sendSyncFailedBroadcast,57
349dfd4e,setTodayTotalDetailSteps=1514846280000##297##145333##31610##19177##160434131,1
