EventId,EventTemplate,Occurrences
c7d11cb0,<*> <*> <*> = <*>,141
9917cdb2,"RCV unsolicited event from native daemon, event = <*> IfaceClass idle <*> <*>",6
a20cc1e2,"sub =<*>,strMccMnc =null,hashMccMnc =[],strPlmn <*>",161
ca48830d,out_standby: enter: stream (<*>) usecase(<*>: low-latency-playback),3
7fdc600b,addNotification key=<*>|<*>|<*>|null|<*>,2
1a40f00f,Destroying surface <*> called by <*>:<*> <*>:<*> <*>:<*> <*>:<*> <*>:<*> <*>:<*> <*> <*>:<*>,2
887fe452,RCV <- {<*> <*> <*> <*> <*>,16
d0c352c9,"insertTaskAtTop, setTaskToReturnTo: <*> #<*> A=<*> U=<*> StackId=<*> sz=<*>}, <*> topTask=TaskRecord{<*> #<*> A=<*> U=<*> StackId=<*> sz=<*>}, task=TaskRecord{<*> #<*> A=<*> U=<*> StackId=<*> sz=<*>}",5
6b2c294d,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*>,28
8e829e30,<*> false,73
b1ffc7b2,Split enqueueing broadcast [callerApp]:ProcessRecord{<*> <*>,57
3c2900bf,setDataSaverMode(): already false,2
db496d56,"APS: 2DSDR: <*>(), SDR ratio = <*>.<*>, layer height = <*>, scroll view height = <*>",7
61f81244,platform_can_split_snd_device: snd_device(<*>) num devices(<*>) new_snd_devices(<*>),2
db4d0254,"[INFO:CONSOLE(<*>)] ""Uncaught SyntaxError: Unexpected token var"", source:  (<*>)",49
5c5162a9,WPS: attr type=<*> len=<*>,115
2230c699,IEs - hexdump(len=<*>): <*> 0f <*> <*> <*> <*> <*> <*> 2d <*> 6d <*> 6c 6f <*> <*> <*> <*> <*> <*> <*> 0b <*> 0c <*> <*> <*> <*> <*> 0d <*> <*> ...,1
7075b70a,nl80211: Scan results indicate BSS status with bc:d1:<*>:bb:c9:e2 as associated,1
8d589afa,begin,59
bc2fb95a,"t:false, fl: false, p: <*>, ce: true, we: <*>",50
d4b8d889,"presently, hw_update_color_temp_for_rg_led interface not achieved.",92
2701f85c,isCurrentBySim()=false,179
9b50b930,onStepCounterChange stepsNum:<*>,15
727a2ea9,NewEspaceMessageContentObserver  getNewEspaceMessageCount: <*>,3
14def3f5,[SdcardManager.isMounted]Mounted:<*>:true,7
cf07345e,<*> subId:<*>,117
62c38581,"onSignalStrengthsChanged signalStrength=SignalStrength: -<*> <*> -<*> <*> -<*> <*> -<*> <*> <*> <*> -<*> -<*> <*> <*> <*> false gw|lte level=<*> isSuspend=false levelOld=<*>,mSignalStrength level=<*>",31
5210da50,updateClipping <*>,40
df68ec95,start query Loc Form DB,1
76e26663,"[Thermal_Hw] temperature_valid, battery : temperature is invalid, invalid temperatrue is <*>",24
42a0eda7,iqiyi message: ==== do something  executeCmd isProcessExist true =====,1
0e6678d6,CTRL-DEBUG: <*> sock=<*> sndbuf=<*> outq=<*> send_len=<*>,24
d8e32dcb,Launcher.LauncherProvider launcher-restore <*> - <*>,4
4bc2c833,"remove target not exist, maybe the UI process: uid: <*>, pid: <*>",8
c94847fb,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*>,13
05574230,Going to sleep due to <*> <*> (uid <*>)...,2
7ef40a35,APS <*>,17
fc314fdb,Change to single clock mode!,18
b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,268
2bd0bdb0,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",240
fdd84d99,<*> exit,3
fb195195,<*> <*> <*> <*> <*>,12
d7497a9b,at <*>,175
2561f5e6,onDataActivity: direction=<*>,31
804f1aa6,"static void qcamera::QCamera2HardwareInterface::metadata_stream_cb_routine(mm_camera_super_buf_t*, qcamera::QCameraStream*, void*): iso_value:<*>, exp_time:<*>.<*>, mean_y:<*>, cur_luma:<*>, target_luma:<*>, real_gain:<*>.<*>, mFlashNeeded = <*>",1
60c177ff,AwareUserHabit: <*> is called,2
773df60e,[RouteService.onStartCommand],1
58d16951,[main<*>]AutoCheckReceiver romSurveyFlag = false(<*>.java:<*>),2
2f4476c6,report msg is :{picture: <*>},1
559a2330,"filterLogList ,thisTypeThreshold = <*> thisTypeSent = <*> type = LOG_CHR",1
32fc9767,type: packing; id: <*>; size: <*>; notificationLogId: <*>,1
ce4c51b1,oem-qmi: Connection accepted,2
f14ebdce,mVSimCurCardType is -<*>,76
f0d4584e,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*>,15
29de50f6,"ready=false,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",29
6b0b29a4,<*> mPermissionType:<*>,151
0c4100f1,"Application <*> is depended by other app, delay to H!",5
72e8e0f4,scheduleCheckFreezeScreen sendMessageDelayed,3
5eed7083,"x_ois_off=<*>, y_ois_off=<*>, x_srv_off=<*>, y_srv_off=<*>",1
b0536e14,<*> <*> : <*>,25
dede275d,<*> <*>,235
4de3e872,"getTempInfo error: null, <*>",134
7ea77c3d,"enter into handleScrnOnOffTimeStats, scrnOn = false, mIsPreScrnOn = true, mScrnSwitchTime = <*>, occurTime = <*>, delta = <*>, mScrnOffAccTime = <*>, mScrnOnAccTime = <*>",2
2630e619,subId:<*> phoneType:<*> networktype:<*> targetClass:<*> masterLevel:<*> slaveLevel:-<*>,35
