LineId,Time,Component,Pid,Content,EventId,EventTemplate,ParameterList
1,201811-11:49:19:915,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,b0190ab5,processHandleBroadcastAction <*>,['action:android.intent.action.SCREEN_ON']
2,20171229-12:28:46:720,Step_LSC,30002312,onExtend:1514521726000 1 0 4,0ce98313,<*> <*> <*> <*>,"['onExtend:1514521726000', '1 0 4']"
3,20171230-22:21:53:105,HiH_HiHealthBinder,30002312,insertHiHealthData() end totalTime = 36,034409f5,insertHiHealthData() end totalTime = <*>,['36']
4,20171226-8:54:38:364,Step_LSC,30002312,onExtend:1514249678000 1 0 4,0ce98313,<*> <*> <*> <*>,"['onExtend:1514249678000', '1 0 4']"
5,20171230-14:17:55:191,Step_LSC,30002312,onExtend:1514614676000 4 0 4,0ce98313,<*> <*> <*> <*>,"['onExtend:1514614676000', '4 0 4']"
6,20171230-17:46:45:903,Step_LSC,30002312,onExtend:1514627206000 1 0 4,0ce98313,<*> <*> <*> <*>,"['onExtend:1514627206000', '1 0 4']"
7,201812-11:25:0:6,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514863440000##4764##237394##32208##27809##177543731,7719000b,setTodayTotalDetailSteps=1514863440000##4764##237394##32208##27809##177543731,[]
8,20171224-23:48:41:504,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=690,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=690']
9,20171230-21:35:12:478,HiH_DataStatManager,30002312,"new date =20171230, type=40006,6540.0,old=6180.0",a43e73fc,new date <*> <*>,"['=20171230, type=40006,6540.0,old=6180.0']"
10,20171230-18:19:58:530,Step_SPUtils,30002312,setWriteDBLastDataMinute success,f5df7a00,<*> success,['setWriteDBLastDataMinute']
11,201811-7:58:0:449,Step_LSC,30002312,onExtend:1514762696000 0 0 5,3e662616,<*> <*> 0 <*>,"['onExtend:1514762696000', '0 5']"
12,20171226-8:53:51:159,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514249520000##733##935054##77229##62451##21435614,e0a83abb,getTodayTotalDetailSteps = <*>,[]
13,20171229-8:36:19:505,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514507700000##393##1201931##83501##91877##279584460,26945634,setTodayTotalDetailSteps=1514507700000##393##1201931##83501##91877##279584460,[]
14,20171229-19:14:51:457,HiH_HiBroadcastUtil,30002312,sendSyncFailedBroadcast,8764d489,sendSyncFailedBroadcast,[]
15,20171225-9:1:58:301,HiH_HiHealthBinder,30002312,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",824b3d7b,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",[]
16,201811-19:23:19:389,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,5fed72bf,getBinderPackageName packageName = com.huawei.health,[]
17,201812-12:15:57:323,HiH_HiSyncControl,30002312,"startInsertSportSync start auto sync,app is 1",03c259bc,"startInsertSportSync start auto sync,app is 1",[]
18,20171225-19:17:35:646,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514200560000##7578##826111##45591##57350##99906212,e0a83abb,getTodayTotalDetailSteps = <*>,[]
19,20171224-20:37:53:673,Step_LSC,30002312,onExtend:1514119074000 1 0 4,0ce98313,<*> <*> <*> <*>,"['onExtend:1514119074000', '1 0 4']"
20,20171231-22:17:34:391,Step_LSC,30002312,onStandStepChanged 8305,93067dc4,onStandStepChanged <*>,['8305']
21,20171230-14:24:3:492,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514614980000##3442##1375281##84671##101811##56863435,e332c676,setTodayTotalDetailSteps=1514614980000##3442##1375281##84671##101811##56863435,[]
22,201812-6:39:20:979,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=0']
23,201811-20:17:29:648,Step_LSC,30002312,onStandStepChanged 14419,93067dc4,onStandStepChanged <*>,['14419']
24,201812-14:16:0:287,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,5fed72bf,getBinderPackageName packageName = com.huawei.health,[]
25,20171225-15:46:48:386,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,5fed72bf,getBinderPackageName packageName = com.huawei.health,[]
26,201812-19:4:6:107,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=660,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=660']
27,20171226-8:53:12:371,Step_LSC,30002312,onStandStepChanged 624,93067dc4,onStandStepChanged <*>,['624']
28,20171226-12:16:17:527,Step_StandReportReceiver,30002312,REPORT : 1892 1350 61489 90,a1e653fe,REPORT : <*> <*> <*> 90,"['1892', '1350 61489']"
29,20171230-22:27:29:123,HiH_HiSyncControl,30002312,"startInsertSportSync start auto sync,app is 1",03c259bc,"startInsertSportSync start auto sync,app is 1",[]
30,20171228-18:53:57:822,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514458320000##3706##1175749##77229##76569##230242754,61de18ad,setTodayTotalDetailSteps=1514458320000##3706##1175749##77229##76569##230242754,[]
31,201812-6:32:31:415,Step_StandReportReceiver,30002312,REPORT : 66 47 1413 0,8b24b6c8,REPORT : <*> <*> <*> 0,"['66', '47 1413']"
32,20171225-20:33:51:368,HiH_DataStatManager,30002312,"new date =20171225, type=40002,9333.0,old=8827.0",a43e73fc,new date <*> <*>,"['=20171225, type=40002,9333.0,old=8827.0']"
33,20171224-6:23:40:95,Step_LSC,30002312,onExtend:1514062476000 0 0 5,3e662616,<*> <*> 0 <*>,"['onExtend:1514062476000', '0 5']"
34,20171224-4:0:45:878,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=0']
35,20171226-8:55:35:162,Step_StandReportReceiver,30002312,REPORT : 924 659 27926 30,c26e27c9,REPORT : <*> <*> <*> 30,"['924', '659 27926']"
36,20171226-12:17:36:703,Step_LSC,30002312,onStandStepChanged 1986,93067dc4,onStandStepChanged <*>,['1986']
37,20171231-10:20:53:130,Step_LSC,30002312,onStandStepChanged 728,93067dc4,onStandStepChanged <*>,['728']
38,20171226-22:2:8:468,Step_LSC,30002312,onExtend:1514296928000 1 0 4,0ce98313,<*> <*> <*> <*>,"['onExtend:1514296928000', '1 0 4']"
39,20171227-19:55:33:990,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514375640000##6133##1102996##77229##72294##147538922,f4b21d81,setTodayTotalDetailSteps=1514375640000##6133##1102996##77229##72294##147538922,[]
40,20171224-22:33:30:367,Step_LSC,30002312,onStandStepChanged 11588,93067dc4,onStandStepChanged <*>,['11588']
41,20171229-9:10:40:557,Step_LSC,30002312,onExtend:1514509841000 1 0 4,0ce98313,<*> <*> <*> <*>,"['onExtend:1514509841000', '1 0 4']"
42,20171225-22:10:45:395,HiH_HiSyncControl,30002312,needAutoSync autoSyncSwitch is open,6e805a4c,needAutoSync autoSyncSwitch is open,[]
43,20171230-11:3:45:60,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=60,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=60']
44,20171226-8:46:57:663,Step_LSC,30002312,onStandStepChanged 441,93067dc4,onStandStepChanged <*>,['441']
45,201813-8:36:11:473,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=9913,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=9913']
46,20171228-13:11:52:968,Step_LSC,30002312,onExtend:1514437913000 1 0 4,0ce98313,<*> <*> <*> <*>,"['onExtend:1514437913000', '1 0 4']"
47,201812-8:26:52:965,Step_StandReportReceiver,30002312,REPORT : 3426 2446 116376 210,6c4b6c37,REPORT : <*> <*> <*> 210,"['3426', '2446 116376']"
48,201812-18:27:13:226,Step_LSC,30002312,onExtend:1514888833000 1 0 4,0ce98313,<*> <*> <*> <*>,"['onExtend:1514888833000', '1 0 4']"
49,20171224-18:49:6:502,HiH_ListenerManager,30002312,startListenerChange subscribeList = [1],960958ed,startListenerChange subscribeList = [1],[]
50,20171225-20:9:44:288,HiH_HiSyncControl,30002312,checkInsertStatus stepSum or calorieSum is enough,c0df8ce6,checkInsertStatus <*> or <*> is enough,"['stepSum', 'calorieSum']"
51,20171227-20:28:49:211,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=175201,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=175201']
52,201812-14:56:23:861,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514876100000##10155##259688##32208##29189##190227586,45a7c8c8,setTodayTotalDetailSteps=1514876100000##10155##259688##32208##29189##190227586,[]
53,201812-18:53:2:563,HiH_HiHealthBinder,30002312,"readHiHealthData() end time = 1514890382546, totalTime = 17",0564dacf,"readHiHealthData() end time = 1514890382546, totalTime = 17",[]
54,20171231-14:42:28:445,HiH_DataStatManager,30002312,"new date =20171231, type=40034,817.5299999999999,old=817.5299999999999",a43e73fc,new date <*> <*>,"['=20171231, type=40034,817.5299999999999,old=817.5299999999999']"
55,20171225-21:2:52:916,Step_StandReportReceiver,30002312,REPORT : 10153 7249 289373 360,8244695b,REPORT : <*> <*> <*> 360,"['10153', '7249 289373']"
56,20171224-20:37:39:968,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514118960000##13389##712051##27502##33271##18311034,de3773d3,setTodayTotalDetailSteps=1514118960000##13389##712051##27502##33271##18311034,[]
57,20171231-14:51:44:997,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514703000000##7636##43856##31610##10265##17148664,d44159e3,setTodayTotalDetailSteps=1514703000000##7636##43856##31610##10265##17148664,[]
58,20171224-18:57:43:763,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=143292,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=143292']
59,20171228-12:34:13:784,Step_StandStepCounter,30002312,flush sensor data,b8f897f8,flush sensor data,[]
60,20171225-22:33:11:567,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=382444,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=382444']
61,20171231-20:15:5:679,Step_LSC,30002312,onExtend:1514722505000 1 0 4,0ce98313,<*> <*> <*> <*>,"['onExtend:1514722505000', '1 0 4']"
62,20171228-18:57:8:795,Step_LSC,30002312,onExtend:1514458629000 1 0 4,0ce98313,<*> <*> <*> <*>,"['onExtend:1514458629000', '1 0 4']"
63,20171228-13:12:55:500,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=79432,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=79432']
64,20171228-20:14:27:378,Step_LSC,30002312,onStandStepChanged 18946,93067dc4,onStandStepChanged <*>,['18946']
65,20171230-22:26:13:408,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514643900000##8099##1554064##84671##106890##85792858,e0a83abb,getTodayTotalDetailSteps = <*>,[]
66,20171224-11:15:7:647,Step_StandReportReceiver,30002312,REPORT : 0 0 0 0,8b24b6c8,REPORT : <*> <*> <*> 0,"['0', '0 0']"
67,20171225-21:2:31:638,HiH_HiHealthBinder,30002312,"insertHiHealthData() size = 49,app = 1,One Data Type = 2,packageName = com.huawei.health,writeStatType = 0",46c87663,"insertHiHealthData() size = <*> = 1,One Data Type = <*> = com.huawei.health,writeStatType = 0","['49,app', '2,packageName']"
68,20171231-22:42:57:456,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514731260000##11730##92688##31610##18631##45420314,e0a83abb,getTodayTotalDetailSteps = <*>,[]
69,20171227-12:58:8:277,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=105193,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=105193']
70,20171227-9:12:51:527,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514337060000##1494##1080961##77229##71899##108975977,e0a83abb,getTodayTotalDetailSteps = <*>,[]
71,20171224-20:30:51:652,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=237506,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=237506']
72,20171230-18:15:50:981,HiH_HiHealthBinder,30002312,insertHiHealthData() checkAppType  0 appID = 1,2c4eecd0,<*> checkAppType 0 appID = 1,[]
73,20171230-12:51:13:681,Step_LSC,30002312,onStandStepChanged 2390,93067dc4,onStandStepChanged <*>,['2390']
74,20171229-21:29:54:692,Step_LSC,30002312,onStandStepChanged 23265,93067dc4,onStandStepChanged <*>,['23265']
75,20171224-17:16:12:953,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=56585,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=56585']
76,20171229-12:22:5:677,Step_LSC,30002312,onStandStepChanged 20089,93067dc4,onStandStepChanged <*>,['20089']
77,20171229-12:24:53:478,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514521380000##1264##1222982##83501##91877##293298434,22fe4617,setTodayTotalDetailSteps=1514521380000##1264##1222982##83501##91877##293298434,[]
78,20171230-17:51:19:893,Step_LSC,30002312,onStandStepChanged 4673,93067dc4,onStandStepChanged <*>,['4673']
79,20171226-18:31:41:625,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514284200000##4363##1023757##77229##62451##56106073,e0a83abb,getTodayTotalDetailSteps = <*>,[]
80,20171229-12:29:43:724,Step_LSC,30002312,onExtend:1514521783000 1 0 4,0ce98313,<*> <*> <*> <*>,"['onExtend:1514521783000', '1 0 4']"
81,20171228-18:56:47:417,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514458500000##3855##1176909##77229##76569##230411852,e0a83abb,getTodayTotalDetailSteps = <*>,[]
82,201812-21:58:6:495,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25248355,0,164,60,20004",3996af7c,upLoadOneMinuteDataToEngine <*>,"['time=25248355,0,164,60,20004']"
83,201812-13:57:43:785,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=244651,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=244651']
84,20171229-19:16:49:488,Step_LSC,30002312,onStandStepChanged 23139,93067dc4,onStandStepChanged <*>,['23139']
