EventId,EventTemplate,Occurrences
6ee09992,"onTouchEvent: code=<*>, action=<*>, event=MotionEvent { <*> actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>.<*>, y[<*>]=<*>.<*>, toolType[<*>]=TOOL_TYPE_FINGER, buttonState=<*>, metaState=<*>, flags=<*>, edgeFlags=<*>, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=<*> }",9
9ad0125d,remove(PendingIntent{<*>: PendingIntentRecord{<*> <*> <*> changed bounds; rebatching,31
d7ff6006,tcp.recv{<*>} StatusManager.clearAll(StatusManager.java:<*>)  clear all friends' status,3
d7497a9b,at <*>,332
942f09c2,"updateLightsLocked,turn off notificationLight",7
0bef6ea2,tcp.conn{<*>} TcpClientThread.connectSocket(TcpClientThread.java:<*>) notify user tcp connected successully at <*> to <*>,9
bc2fb95a,"t:false, fl: false, p: <*>, ce: true, we: <*>",99
6b10d66f,handleNotifyScreenTurnedOff,3
c7d11cb0,<*> <*> <*> = <*>,349
5881aa26,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,170
cd718c03,<*> to device policy manager service.,10
d6169692,updateDimmedActivatedHideSensitive <*>,72
7c8d9f9a,applyIconTint ignore,16
dede275d,<*> <*>,438
f14ebdce,mVSimCurCardType is -<*>,124
036c5ccc,AutoStartupDataMgr:retrieveStartupSettings type <*> of <*> is <*>,18
c7ccfbee,"notifyListenerHuawei::origin typeIcon:<*> <*> isSuspend:false, <*> <*> isRoaming=false",68
28779c41,"ImsSenderRxr : Response data: [<*>, <*>, -<*>, -<*>, -<*>, -<*>, <*>, <*>, <*>, -<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, -<*>, <*>, <*>, <*>, <*>, -<*>, -<*>, <*>, <*>, <*>, -<*>, <*>, <*>, <*>, <*>, -<*>, -<*>, <*>, <*>][SUB0]",8
99e75217,removeNotificationChildren,37
b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,491
5c5162a9,WPS: attr type=<*> len=<*>,262
412cb58c,getOrInflateState subId:<*>,210
0abc8783,"DisplayPowerController updatePowerState <*> <*> useProximitySensorbyPhone=true, screenBrightness=<*>, screenAutoBrightnessAdjustment=<*>.<*>, <*> <*> blockScreenOn=false, lowPowerMode=false, boostScreenBrightness=false, dozeScreenBrightness=-<*>, dozeScreenState=UNKNOWN, useTwilight=false, useSmartBacklight=true, <*> <*> screenAutoBrightness=-<*>, userId=<*>",33
751a34a0,check dependency pid: <*> is depended by pid: <*>,9
5210da50,updateClipping <*>,80
db4d0254,"[INFO:CONSOLE(<*>)] ""Uncaught SyntaxError: Unexpected token var"", source:  (<*>)",105
06327cf8,updateNotificationShade,75
2701f85c,isCurrentBySim()=false,415
a20cc1e2,"sub =<*>,strMccMnc =null,hashMccMnc =[],strPlmn <*>",358
c438fadb,"there are no wakeup alarms and the screen is off, we can delay what we have so far until the future",7
2f307f01,not 3G net type. do nothing.,23
87ad48a0,set(PendingIntent{<*>: PendingIntentRecord{<*> <*> <*> : type=<*> triggerAtTime=<*> win=<*> tElapsed=<*> maxElapsed=<*> interval=<*> flags=<*>,31
0c4100f1,"Application <*> is depended by other app, delay to H!",13
0e5e64a6,"int <*> int*, int*) const <*> <*>",7
dd89ff5c,"[Thermal_Hw] temperature_filter: get invalid temperature, use old temp",43
6b0b29a4,<*> mPermissionType:<*>,318
fb195195,<*> <*> <*> <*> <*>,30
b3d1f846,RCV <- {<*> <*> success},3
220146c6,applyInPlace=true shouldPeek=false alertAgain=true,23
18e04965,received cell-signal:<*>,109
38d8713c,"<*> <*>, <*> <*>",44
aca89ac7,<*>|setTodayTotalDetailSteps to Prefence todaySendorSteps=<*>##<*>##<*>##<*>##<*>##<*>,6
255b14d1,"release:lock=<*>, flg=<*>, <*> <*> <*> uid=<*>, pid=<*>",78
10a67a1a,Response ID <*> is not served in this process.,12
8db1e158,ImsServiceSubHandler : Message received: what = <*>,21
ea3cf8e4,<*> suspend blocker <*>,134
