EventId,EventTemplate,Occurrences
d4063388,setTodayTotalDetailSteps=1514615640000##3787##1381280##84671##101896##57524434,1
0ce98313,<*> <*> <*> <*>,5559
cbcd504a,calculateAltitudeWithCache <*>,4355
9300ea38,calculateCaloriesWithCache <*>,4251
e0a83abb,getTodayTotalDetailSteps = <*>,4409
b0190ab5,processHandleBroadcastAction <*>,1368
8b24b6c8,REPORT : <*> <*> <*> 0,540
b6e99849,<*> size = <*> = <*>,174
c91b9615,setTodayTotalDetailSteps=1514878560000##11602##269477##32208##29341##192705248,1
27801432,Alarm uploadStaticsToDB <*>,56
b753bfb4,setTodayTotalDetailSteps=1514902020000##20052##345263##67081##37475##9005986,1
93067dc4,onStandStepChanged <*>,4882
d35b3c81,<*> the <*> is true,232
2ebd4dc2,"saveStatData() type <*> = <*> = 2,who is 1",168
8244695b,REPORT : <*> <*> <*> 360,126
ee423b03,insertHiHealthData() checkAppType  0 appID = 1,119
e4156b58,"initDataPrivacy the dataPrivacy switch is open, start push health data!",127
1fb9dfaa,setTodayTotalDetailSteps=1514208060000##10856##857904##45591##60365##107372370,1
3b251b90,writeDataToDB size <*>,65
034409f5,insertHiHealthData() end totalTime = <*>,133
3996af7c,upLoadOneMinuteDataToEngine <*>,309
a43e73fc,new date <*> <*>,1095
5cdf7db4,REPORT : <*> <*> <*> <*>,684
739f9139,setTodayTotalDetailSteps=1514215260000##13852##900319##76964##61450##114625913,1
3e662616,<*> <*> 0 <*>,658
366e39b5,REPORT : <*> <*> <*> 570,325
4c9a6646,setTodayTotalDetailSteps=1514890860000##14297##314372##32208##29341##204995778,1
05ac96c0,REPORT : <*> <*> <*> 510,208
252628f5,onReceive action: <*>,499
ab249e77,setTodayTotalDetailSteps=1514603100000##1304##1350231##84671##101811##44988416,1
7d27d1bc,setTodayTotalDetailSteps=1514284260000##4486##1028129##77229##62451##56174415,1
057b7627,setTodayTotalDetailSteps=1514525160000##2076##1265175##83501##100712##297053390,1
94b36ea4,REPORT : <*> <*> <*> 660,98
4ef5c2b2,setTodayTotalDetailSteps=1514714220000##9690##49003##31610##10265##28369261,1
7c62ae10,"stepSyncOrNot appSynTimes is 0, statsyncTimes is 0",114
c26e27c9,REPORT : <*> <*> <*> 30,234
dc807b19,setTodayTotalDetailSteps=1514375520000##5906##1095498##77229##72294##147385884,1
3f605027,REPORT : <*> <*> <*> 120,73
821f0ba3,REPORT : <*> <*> <*> 150,282
6b33d598,setTodayTotalDetailSteps=1514284200000##4361##1023561##77229##62451##56104567,1
5fed72bf,getBinderPackageName packageName = com.huawei.health,522
80a7b2df,setTodayTotalDetailSteps=1514296920000##4712##1031349##77229##64555##68822214,1
3f9b4da2,ifCanSync not! no cloud version,128
45a0ac83,setTodayTotalDetailSteps=1514627460000##4769##1411347##84671##102904##69349639,1
40b6b763,setTodayTotalDetailSteps=1514543160000##3245##1322348##83501##100712##315037838,1
9f9df48e,setTodayTotalDetailSteps=1514377800000##6950##1129099##77229##72294##149694641,1
5c1df51d,setTodayTotalDetailSteps=1514868960000##7273##238159##32208##28069##183084579,1
29ddf860,setTodayTotalDetailSteps=1514207040000##10366##852621##45591##60231##106407637,1
32234376,setTodayTotalDetailSteps=1514111640000##9373##578241##8661##16256##10980041,1
53280392,setTodayTotalDetailSteps=1514846280000##316##147290##31610##19177##160443661,1
8764d489,sendSyncFailedBroadcast,113
c8206319,REPORT : <*> <*> <*> 60,262
46c87663,"insertHiHealthData() size = <*> = 1,One Data Type = <*> = com.huawei.health,writeStatType = 0",112
6964b430,setTodayTotalDetailSteps=1514686740000##4098##10722##31322##8911##900105,1
75638e92,FAILED_SCREEN_OFF block report,28
03c259bc,"startInsertSportSync start auto sync,app is 1",110
690ecc3b,setTodayTotalDetailSteps=1514118480000##12478##700315##8661##29395##17798060,1
47dd68d8,setTodayTotalDetailSteps=1514852640000##3272##210769##31610##27490##166773595,1
7676b884,setTodayTotalDetailSteps=1514204700000##9021##837931##45591##60231##104051105,1
824b3d7b,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",128
b6a9344b,setTodayTotalDetailSteps=1514804340000##2219##96201##31610##18631##118458464,1
bfc28c36,setTodayTotalDetailSteps=1514847360000##652##159056##31610##19177##161477098,1
b8f897f8,flush sensor data,249
6e805a4c,needAutoSync autoSyncSwitch is open,136
51042c9c,<*> <*> type = 0 <*>,75
b60f14dc,setTodayTotalDetailSteps=1514876220000##10176##260367##32208##29189##190365738,1
a9b70ffe,setTodayTotalDetailSteps=1514877960000##11109##267604##32208##29189##192073354,1
15a52e2f,setTodayTotalDetailSteps=1514210940000##12392##875332##61865##61450##110304296,1
2114b896,setTodayTotalDetailSteps=1514215080000##13619##885963##76964##61450##114445415,1
601c2004,InsertEvent success <*> <*>,82
1be77fb5,setTodayTotalDetailSteps=1514211000000##12479##875332##73496##61450##110343803,1
1ce0629c,setTodayTotalDetailSteps=1514686620000##3854##10722##24674##5613##763609,1
e2e3652d,setTodayTotalDetailSteps=1514939640000##207##363384##87715##57506##46590170,1
d5a44538,setTodayTotalDetailSteps=1514616240000##4210##1385553##84671##101896##58154241,1
defbd06c,REPORT : <*> <*> <*> 480,108
868e8bc2,setTodayTotalDetailSteps=1514714460000##9961##54843##31610##10363##28623250,1
540df4b1,"checkFirstSyncByType no such data in db ,type is 1 deviceCode is 0",103
dc24d800,"saveHealthDetailData() deviceID = 2,clientID=1,id=1",104
96c5880d,setTodayTotalDetailSteps=1514614920000##3429##1374207##84671##101811##56857550,1
63c1fc35,setTodayTotalDetailSteps=1514610240000##2883##1373033##84671##101811##52129414,1
e71aa381,REPORT : <*> <*> <*> 450,49
45c08c41,setTodayTotalDetailSteps=1514117220000##11035##633414##8661##25953##16536060,1
057ae03f,theDayChanged <*>,2
