EventId,EventTemplate,Occurrences
3813df52,Location icon should now be in state <*>,255
04f0e432,AppleThunderboltNHIType2::prePCIWake - power up complete - took <*> us,183
75353338,Unrecognized attribute value: t:AbchPersonItemType,70
a38de5bb,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" <*> {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" <*> <*> <*> <*> NSLocalizedDescription=The Internet connection appears to be offline.}}, <*> <*> <*> <*> NSLocalizedDescription=The Internet connection appears to be offline.}",13
60a574ff,CCFile::captureLog Received Capture notice id: <*> reason = <*>,160
2d0d617f,CCFile::captureLogRun() Exiting CCFile::captureLogRun,241
13635c18,<*> - <*> = <*>,529
a0672ef8,"ARPT: <*> wl0: setup_keepalive: interval <*> retry_interval 30, retry_count 10",72
8dc94ec9,doSaveChannels@286: Will write to: <*> - <*>,83
0d7e00fb,"<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",1336
3a1142a3,Cocoa scripting error for <*> four character codes must be four characters long.,670
b7844740,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>,100
243118b6,-[WebSocketNetWork <*>,4
7437a69c,en0: 802.11d country code set to <*>,75
3f143fab,Received Capture Event,153
1bf3d457,"USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3",102
b7aaf5db,Thermal pressure state: <*> Memory pressure state: 0,288
6a6d7984,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from <*> to <*>,178
6bc221ce,Skipping STATUS for Deleted Messages because CHECK failed with error: (null),1
7a123c93,KeychainGetICDPStatus: status: off,112
8b905e1d,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! <*> <*> <*>,84
1b3b24d2,"NETWORK: no response from server, reachability, 2, queryRetries, <*>",19
7b8bc33b,"hibernate_machine_init: state 2, image pages <*> sum was <*> imageSize <*> image1Size <*> conflictCount <*> nextFree <*>",10
01660cbd,ARPT: <*> AirPort_Brcm43xx::platformWoWEnable: <*>,201
19ae0400,"<*> Owner: <*>, Name: <*>",52
19147422,<*> deny network-outbound /private/var/run/mDNSResponder,226
24563d44,host connection <NSXPCConnection: <*> connection from pid 30298 invalidated,9
917783b9,ARPT: <*> AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,76
99b87c94,ARPT: <*> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,94
91ae3b89,ARPT: <*> framerdy 0x0 bmccmd <*> framecnt 1024,72
0753c14d,ARPT: <*> wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*> Ack <*> Win size <*>,63
9c29a4f2,"2017-07-03 13:51:04.114, 30311, 3513df90, [CountryConfiguration]: Could not determine current country code: Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7fe13500a0f0 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://<*>/pep/gcc, NSErrorFailingURLKey=https://<*>/pep/gcc, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://<*>/pep/gcc, NSErrorFailingURLKey=https://<*>/pep/gcc, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}",1
