EventId,EventTemplate,Occurrences
b0190ab5,processHandleBroadcastAction <*>,2010
cbcd504a,calculateAltitudeWithCache <*>,6542
9300ea38,calculateCaloriesWithCache <*>,6454
7513d2d3,setTodayTotalDetailSteps=1514437920000##3288##1165137##77229##73641##209815587,1
f801a16b,setTodayTotalDetailSteps=1514890920000##14344##319962##32208##29341##205023803,1
478924d5,setTodayTotalDetailSteps=1514216460000##14253##918668##76964##61450##115802879,1
dc24d800,"saveHealthDetailData() deviceID = 2,clientID=1,id=1",191
5cdf7db4,REPORT : <*> <*> <*> <*>,1000
366e39b5,REPORT : <*> <*> <*> 570,420
0ce98313,<*> <*> <*> <*>,5409
e0a83abb,getTodayTotalDetailSteps = <*>,6541
93067dc4,onStandStepChanged <*>,7312
33a8e7e4,setTodayTotalDetailSteps=1514643600000##7610##1506479##84671##106890##85533160,1
05ac96c0,REPORT : <*> <*> <*> 510,325
3e662616,<*> <*> 0 <*>,3802
252628f5,onReceive action: <*>,791
0ec8d9ad,saveHealthDetailData() saveOneDetailData fail hiHealthData = <*> = <*>,61
8b24b6c8,REPORT : <*> <*> <*> 0,805
b3d6ad7f,flush2DB result success,113
918df059,setTodayTotalDetailSteps=1514888760000##13667##286088##32208##29341##202882244,1
a7aeac3e,setTodayTotalDetailSteps=1514249460000##613##922584##77229##62451##21376109,1
a93c4e7c,setTodayTotalDetailSteps=1514882520000##12281##280684##32208##29341##196653414,1
da9e401f,setTodayTotalDetailSteps=1514639460000##6969##1479908##84671##106890##81354959,1
917ae396,setTodayTotalDetailSteps=1514298420000##5144##1061759##77229##64555##70300443,1
034409f5,insertHiHealthData() end totalTime = <*>,159
a43e73fc,new date <*> <*>,1671
c0df8ce6,checkInsertStatus <*> or <*> is enough,350
3996af7c,upLoadOneMinuteDataToEngine <*>,449
3b251b90,writeDataToDB size <*>,113
735feac7,setTodayTotalDetailSteps=1514200440000##7380##808537##45591##57350##99782179,1
5fed72bf,getBinderPackageName packageName = com.huawei.health,749
83e93107,setTodayTotalDetailSteps=1514215080000##13561##884028##76964##61450##114411393,1
e78e3165,setTodayTotalDetailSteps=1514057340000##0##549659##8661##16256##46047180,1
ecc466df,setTodayTotalDetailSteps=1514335140000##429##1078929##77229##71899##107011383,1
7f40717b,setTodayTotalDetailSteps=1514215440000##14082##915011##76964##61450##114803719,1
cd1447fc,setTodayTotalDetailSteps=1514626980000##4329##1386313##84671##102904##68899179,1
